row ID,row m/z,row retention time,ConditioningQC_neg_5.mzML Peak height,40TT5_neg_61.mzML Peak height,70TT1_neg_70.mzML Peak height,40TT_10M1_neq_18.mzML Peak height,ConditioningQC_neg_10.mzML Peak height,40TT_10M2_neq_16.mzML Peak height,ConditioningQC_neg_4.mzML Peak height,40TT3_neg_39.mzML Peak height,40TT1_neg_53.mzML Peak height,70TT6_neg_32.mzML Peak height,FreshJuice1_neq_24.mzML Peak height,70TT3_neq_14.mzML Peak height,ConditioningQC_neg_9.mzML Peak height,ConditioningQC_neg_3.mzML Peak height,40TT2_neq_22.mzML Peak height,HPP1_neg_33.mzML Peak height,FreshJuice3_neg_64.mzML Peak height,70TT4_neg_55.mzML Peak height,40TT_10M5_neg_40.mzML Peak height,40TT_10M4_neg_26.mzML Peak height,FreshJuice4_neg_38.mzML Peak height,FreshJuice6_neg_45.mzML Peak height,FreshJuice5_neg_73.mzML Peak height,40TT_10M6_neg_72.mzML Peak height,40TT4_neg_49.mzML Peak height,70TT7_neg_76.mzML Peak height,70TT5_neg_30.mzML Peak height,70TT2_neq_25.mzML Peak height,40TT6_neg_69.mzML Peak height,40TT_10M3_neg_46.mzML Peak height,FreshJuice_neq_17.mzML Peak height,SolventBlank4_neg_83.mzML Peak height,SolventBlank2_neg_2.mzML Peak height,FreshJuice2_neg_54.mzML Peak height,ProcessBlank2_neg_77.mzML Peak height,ProcessBlank1_neg_8.mzML Peak height,MEF_SS6_neg_75.mzML Peak height,SolventBlank1_neg_1.mzML Peak height,MEF_SS4_neg_68.mzML Peak height,MEF_SS5_neg_36.mzML Peak height,MEF_SS1_neg_56.mzML Peak height,MEF_SS2_neg_34.mzML Peak height,MEF_SS3_neg_52.mzML Peak height,MEF1_neg_41.mzML Peak height,MEF2_neg_60.mzML Peak height,QC11_neg_78.mzML Peak height,QC4_neg_28.mzML Peak height,QC10_neg_74.mzML Peak height,QC2_neg_13.mzML Peak height,MEF4_neg_29.mzML Peak height,MEF5_neg_50.mzML Peak height,MEF3_neg_44.mzML Peak height,QC9_neg_67.mzML Peak height,QC5_neg_35.mzML Peak height,QC6_neg_43.mzML Peak height,QC3_neq_20.mzML Peak height,QC7_neg_51.mzML Peak height,QC8_neg_59.mzML Peak height,HPP4_neq_21.mzML Peak height,US1_neq_23.mzML Peak height,QC12_neg_79.mzML Peak height,HPP6_neg_31.mzML Peak height,HPP5_neg_71.mzML Peak height,HPP2_neq_15.mzML Peak height,HPP3_neg_27.mzML Peak height,US2_neg_48.mzML Peak height,QC1_neg_12.mzML Peak height,US4_neg_65.mzML Peak height,US3_neg_47.mzML Peak height,UST6_neg_62.mzML Peak height,UST1_neg_37.mzML Peak height,UST2_neq_19.mzML Peak height,UST3_neg_57.mzML Peak height,US6_neg_66.mzML Peak height,US5_neg_42.mzML Peak height,UST5_neg_63.mzML Peak height,UST4_neg_58.mzML Peak height
4210,447.2232884,3.6380694,4685.4297,5755.4795,6460.1255,7674.8447,6449.866,7863.271,6235.0913,6266.43,6367.1074,8380.383,5683.923,9016.112,5101.72,6114.0225,4850.528,6418.556,6631.7056,6751.9736,6280.1924,5322.702,6728.323,9223.382,6200.9116,7904.6045,5765.9414,6192.1987,7308.9873,7115.624,6079.809,8601.244,8347.838,0,0,6851.117,0,0,1555.0431,1229.6545,3236.9834,2273.9211,2696.6504,2563.2266,2734.4568,3757.762,3636.0615,5792.3486,7150.516,5815.5293,5584.347,4869.0806,4936.0225,5402.0483,5084.112,6469.409,6022.433,7475.283,4821.3804,5400.116,7661.486,3972.748,6042.6133,5694.0474,7404.4243,6931.4136,6292.4766,5151.138,6598.3047,6339.311,6067.68,7067.0415,4605.227,5664.708,6846.6147,7616.8135,6376.073,5742.162,6834.1455
3625,447.2232923,2.884808,77758.77,71425.5,82909.09,76671.07,78180.414,86823.766,71518.39,74292.125,74070.76,77532.23,77420.016,81165.086,79138.19,69238.38,74545.555,77827.04,86947.5,78497.75,79968.84,80986.76,82903.21,82257.016,80454.875,81411.2,80340.64,84970.48,78118.13,78095.43,79103.414,81413.04,81988.71,0,0,84746.734,0,0,33711.02,0,39066.336,41544.508,44168.133,41058,44436.094,41117.418,59236.96,75223.54,69799.586,70076.055,67430.65,66917.82,61970.84,63105.44,71139.89,74587.23,68017.195,79268.52,75556.14,72127.43,83255.49,48902.855,68471.234,86079.53,84697.234,86856.336,81383.15,68889.35,67894.54,77469.87,68216.88,78915.32,74379.766,70700.59,78724.03,82246.09,75386.945,85064.01,82014.63
3626,447.2376124,2.8846915,8865.937,8867.486,8078.9766,12218.764,10359.483,10487.826,3329.757,6146.789,9285.841,9764.006,8858.202,9872.463,8511.842,9625.232,9158.738,6979.807,9195.539,8108.2266,10446.971,10693.331,10027.747,10014.206,9767.5625,12000.8545,8555.001,11520.608,7724.945,5333.1987,10486.34,9653.502,11274.615,0,0,8799.426,0,0,4965.6816,0,5902.5522,4052.5813,6395.8423,4655.5103,5997.5024,5368.421,7796.087,8793.666,8019.4614,7125.5747,9830.91,2609.712,5715.1587,5694.1064,7219.1113,9328.753,9394.296,9301.041,9463.394,7154.5576,10841.423,4114.7974,8069.4126,11121.351,10229.491,8736.325,6419.525,8793.28,6290.911,8794.022,8760.04,8029.625,8798.977,3573.491,10803.901,9757.082,7404.828,3972.24,11328.534
4359,447.2385711,4.110949,2707.0254,0,0,0,3626.0757,0,2919.0454,0,0,0,0,0,3690.6292,3451.2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10974.727,0,13128.849,10398.819,10548.224,12397.612,10140.627,19034.578,15550.629,3485.548,2801.7786,3127.4146,3153.661,12289.901,10166.166,16190.534,3135.8694,3245.2742,4345.8203,3747.8828,3144.2773,3395.5564,0,0,3891,0,0,0,0,0,3202.0457,0,0,0,0,0,0,0,0,0,0
2640,448.0101292,2.2136526,7393.499,7086.8354,6759.492,7528.0234,6635.6616,6689.2563,6240.987,5731.9785,5602.002,6025.179,7583.419,7012.811,6337.4253,6349.1006,7468.012,5301.8535,6401.4126,5319.321,7024.68,5647.3115,5924.278,6887.4897,6546.4517,6850.24,7672.5474,6731.389,6548.439,7838.566,5799.869,7245.1553,8181.616,0,0,8327.336,0,0,5543.7744,0,6496.457,5493.3525,6047.612,5878.177,5873.322,4085.5054,6284.458,4862.1357,6286.441,6367.9194,7241.875,6495.355,5788.403,5703.201,6913.042,6382.9688,5713.0273,6406.6025,6175.9185,5595.3853,6673.2817,6863.205,6916.618,6761.485,5448.665,8479.674,7153.8833,7496.2954,6346.6914,5995.1523,5990.928,8064.4053,7053.4326,6233.3726,7011.907,5858.0303,7464.8447,7142.87,6125.915
3331,448.0964152,2.568813,7242.1123,5408.6816,7202.9595,5478.4097,6731.9536,5540.7134,7113.7505,5338.771,7032.7236,6468.9233,6573.422,7085.313,5173.9204,5587.189,6454.6655,6918.1885,6442.806,6771.198,6969.251,6592.144,7802.796,7979.1514,7673.679,5122.822,6355.9155,7908.0977,7354.8647,6148.0186,5638.192,5272.845,7932.63,0,0,9245.247,0,0,5375.737,0,5609.192,6685.222,6820.4653,7966.1646,6499.411,5212.8354,6614.5923,5998.845,6384.9316,5896.824,6149.8755,6657.6123,6248.2407,4912.959,7096.8823,7271.993,5418.148,5906.8135,7211.377,6484.113,6399.967,4666.2983,5722.938,5663.012,6975.787,7501.636,6070.811,5945.798,6217.669,4188.018,6268.3203,8423.708,4709.5664,5949.1934,5732.4136,5304.778,5076.025,5175.481,8976.006
2497,448.0965217,2.1824822,124460.24,141417,155585.62,123474.24,119144.89,140724.58,112289.38,141338.06,135626.28,148327.06,203164.1,168533.06,125859.35,118790.59,142115.61,141197.72,195292.89,152044.16,140793.33,135563.95,196447,188314.36,191172.78,131690.25,150335.23,153780.72,151428.6,170136,146547.33,138202.78,169397.92,0,0,180156.02,0,0,23454.299,0,23232.494,24393.625,18091.03,21467.404,23319.092,24097.773,52377.11,121104.234,120088.38,127055.65,127955.33,64532.016,68074.195,63064.773,122593.555,126679.45,127795.766,123532.055,122325.31,121567.48,143228.58,99875.47,128133.2,149367.19,158136.81,134630.47,155859.44,125821.59,120731.11,150955.56,134992.62,129687.14,121504.15,123490.76,133379.55,159571.77,146198.47,135021.33,138382.58
2506,448.1104453,2.1787748,12477.4795,16333.682,18123.566,15490.083,19221.92,13600.843,16922.156,18230.723,17736.04,19100.633,20246.65,24032.193,14190.815,18927.102,15362.509,17540.145,20512.127,17198.662,15642.356,17588.887,20547.07,20751.785,20984.24,18054.316,18403.574,15086.152,12446.005,18928.555,17530.469,15716.247,15373.59,0,0,19485.918,0,0,2717.0535,0,3155.0386,3672.0864,2106.8535,3037.89,3663.4438,3645.4329,6472.571,16778.484,15747.923,15651.963,10176,5734.429,8753.338,7927.465,13207.563,11799.317,15139.656,13441.802,14137.303,17087.117,18560.184,13581.876,12202.29,18199.307,18701.83,19037.934,17242.63,12448.821,14737.965,21016.916,15349.904,16290,16381.311,13994.019,18208.225,16439.012,20441.135,17646.947,17065.02
3782,448.1107748,3.0185277,1798.5266,9134.404,11120.159,12788.772,9657.397,9233.085,1250.8918,9499.592,8571.629,11071.036,10022.16,3320.6562,10995.569,11257.368,7677.025,8673.563,10292.39,12669.414,6232.084,9683.615,4047.64,12830.001,9007.561,8801.577,10021.257,6380.127,8674.572,12428.363,10635.109,10905.817,7413.0435,0,0,8687.688,0,0,4158.438,0,4251.05,4339.5635,4491.401,2931.7947,3301.8416,3126.8784,5069.9307,9234.361,9198.582,7073.097,8314.632,6968.104,7173.892,6360.613,8470.456,9069.581,8414.57,5663.8096,8812.149,10047.315,9941.618,4315.1553,8145.6313,9069.362,9109.3955,9371.849,13968.137,9339.858,10002.424,9412.901,6710.3047,9776.026,2139,4980.5225,6997.499,9416.931,10485.98,7574.974,8518.919
3052,448.1822576,2.4560652,11237.688,8232.061,10590.781,13593.482,11679,10599.432,12415.663,11689.186,10593.071,9525.205,9977.869,9872.661,11664.501,10284.166,8754.174,7683.4805,10545.17,9404.358,9184.423,9404.115,9529.414,8287.964,7796.6543,9858.005,6567.169,10723.8545,7132.8613,10869.244,8567.172,6839.115,9726.162,0,0,8002.7075,0,0,7224.5005,0,9009.511,6463.5684,7236.285,5811.172,7373.9077,7441.6064,9537.209,9134.799,8490.375,9394.349,9653.145,7694.041,7824.4995,9426.831,9455.585,8625.252,7615.2773,9348.707,10167.321,10028.3,9324.581,8009.3896,9161.439,7765.4053,9358.771,10632.794,10271.226,7588.2344,11778.189,11211.905,7876.849,9347.289,8133.8794,10347.548,10089.754,7014.223,10135.756,10806.491,9978.392
5450,448.9846743,6.0541863,6262.269,9762.084,8526.08,8055.1963,7025.9287,7671.5063,6775.5664,8620.107,10061.636,9958.55,7874.03,8330.977,6618.615,5872.6807,10984.043,7943.399,9088.817,8877.24,7743.8833,8409.839,9188.034,8793.398,8843.009,8113.803,9002.881,8853.868,7857.7466,8591.328,8018.3604,7514.428,6915.6797,8728.156,5859.004,7907.504,10726.574,5768.776,7959.7915,7756.693,9489.582,8292.227,9691.216,8590.865,9890.936,8955.954,7765.0225,7919.047,7564.8306,8548.705,8304.948,8815.404,9741.833,7781.4756,8972.481,7815.179,9180.996,10151.274,9060.66,7135.762,8065.62,7943.293,8975.434,9359.747,9454.961,7792.097,6996.1963,8070.1646,6802.732,10674.191,8583.471,8698.551,7760.032,8027.9507,8918.455,9492.954,8920.522,8519.189,9453.781
6184,448.9852818,7.877635,6095.021,7326.8013,6730.1353,7309.734,6676.59,7307.6206,7439.642,6791.769,6544.139,6568.2056,7746.768,7238.757,6360.3857,6001.9126,7255.153,6504.0054,7125.8755,6846.8433,8040.4897,6424.5054,7100.7607,5599.344,6262.7783,6011.2305,6323.6826,5945.149,6611.5376,7672.3394,6405.1255,6469.381,7777.884,6451.896,7523.981,6997.2803,6910.29,6861.349,7642.6113,6228.6113,6949.167,7555.3716,6275.6807,6728.3823,5470.3115,7417.72,6249.769,7550.6553,6374.2397,6807.906,6796.226,6748.595,7075.059,5855.482,7012.4604,6791.1978,7099.7817,7165.8574,6475.1543,6458.176,7833.2686,7587.3267,5944.3623,7557.179,5982.4546,6787.9917,6167.8823,6671.198,7235.049,7087.341,6665.0835,6194.8086,6554.263,6405.1855,7078.155,5916.7905,7538.9927,6662.176,5853.2285
6024,449.0022462,7.8376536,8229.326,8603.076,7901.907,8832.325,9108.011,7617.709,8275.957,7943.1953,8068.607,7810.634,8218.793,8044.8447,8744.929,7923.688,8411,7750.7583,8493.633,8255.24,9228.761,8601.585,9526.601,10350.359,7997.4463,8669.102,7957.4253,8272.004,8164.102,8681.883,9245.272,8764.031,8837.656,8083.28,8409.56,8296.852,8957.504,8804.875,9059.881,9125.835,8419.361,9281.266,7900.785,8176.042,8724.385,8661.321,9918.809,7733.702,8635.884,8411.177,7718.1025,8061.632,8022.126,8232.014,8748.646,8154.233,8127.059,10414.57,7882.9927,9228.7295,8017.9927,8467.422,7576.608,8440.692,9202.893,8755.56,8872.14,7723.493,8363.887,8221.897,8216.496,8242.538,8074.6943,8561.023,7701.183,7602.221,10181.245,8185.885,8657.899
5456,449.0024648,6.0348988,7581.693,8468.176,8429.879,10668.011,8274.427,8596.157,8050.2314,9491.984,8427.105,10047.968,7890.136,8252.492,7616.1626,7897.9595,8696.04,8660.713,8670.538,9527.159,9453.868,8414.565,11155.133,9038.388,8306.096,9143.077,8344.808,9903.124,9137.946,9233.613,8751.935,9017.626,8295.964,10046.932,8204.947,9734.126,8906.536,8279.628,9108.003,13757.179,9038.926,9003.624,9564.556,10915.318,8890.817,8509.445,8970.181,10199.957,8879.432,10408.749,7731.9795,9042.917,9589.73,9965.769,9445.796,9189.313,8897.024,8040.635,8645.405,9054.081,9088.653,8389.583,8875.656,8972.013,10842.626,7908.335,9016.582,8295.687,11965.396,9682.59,9246.161,11033.05,8170.766,8225.281,8506.165,8126.1807,9924.008,9837.238,8759.9795
6189,449.0025906,7.9380975,8229.326,8295.713,7781.344,7660.5654,9108.011,6879.4756,8275.957,8177.9917,8286.361,8696.816,8218.793,7928.252,9079.293,8299.784,8411,7715.492,8463.119,9162.813,9228.761,7899.433,8221.816,10051.111,8134.931,8387.452,7359.624,8272.004,8164.102,8363.041,8176.5776,8383.383,8837.656,7611.542,8135.4585,8096.6567,7826.7236,8620.4375,8623.27,8391.694,8677.67,7901.019,8834.605,8180.114,8300.735,7753.303,7650.2715,7855.711,8501.444,7753.6,8453.298,7628.7686,7679.766,7847.343,9281.674,8154.233,8700.59,10414.57,6998.0537,7448.037,7860.635,7875.753,6815.8267,7548.5576,8605.1875,8358.611,8119.363,8857.366,9756.8,7194.4546,8326.536,8242.538,7418.6567,7568.376,6893.3223,8212.482,7243.8,8185.885,8116.139
4828,449.0051313,4.807274,7207.989,6876.615,7187.9106,7782.0825,7424.389,8963.566,7212.4185,8964.322,7610.0273,7836.301,8641.417,8329.72,6299.029,8950.559,6835.9507,7621.709,7987.9653,8042.5557,8015.4385,7021.7983,6425.649,8190.1973,8371.45,8160.2993,7141.384,8878.74,7589.488,7924.9805,8110.7266,8334.661,7629.761,5516.5527,5079.014,7326.841,3983.0793,4658.7144,4929.7295,9582.271,5122.334,5888.34,6069.4443,6167.175,5383.4365,5037.875,5655.219,7147.4087,5586.112,6689.2344,8923.106,5116.7217,5698.5723,6534.532,8187.06,6135.4497,8117.45,6850.604,6840.9097,6915.7764,7762.934,5747.471,6343.1655,8403.301,6974.6177,7474.206,7169.4087,8196.451,7361.1826,7095.5806,7628.4614,9867.959,9152.768,6673.787,7088.05,7660.0063,7086.904,8732.121,7716.576
5090,449.0220783,5.2977805,7404.772,6651.942,6971.774,8367.167,7021.9097,6932.411,6772.1016,6589.664,6935.014,7557.914,6494.898,7068.5664,7094.5225,6875.773,6802.2837,6874.688,7020.2456,6288.0146,5881.419,6636.941,6681.9526,6285.267,6819.231,6726.2744,8532.808,6989,8394.253,6811.659,6389.2373,7075.7993,7412.288,5863.088,7307.3545,6115.9033,6012.2637,6773.5186,6410.9346,14126.024,6704.1,7260.881,6950.4136,6855.081,7918.813,6948.997,6528.894,8120.2983,7680.726,6942.815,8728.206,6271.185,7463.2705,5649.08,6968.1367,7187.281,6795.3193,8285.135,6762.355,6917.3877,7117.319,6707.6616,6702.104,7997.195,6619.415,7330.1255,6364.6543,6613.1743,7181.0547,6521.0986,6571.5435,7170.038,6813.2153,7495.537,6208.6685,8105.346,6496.7603,6387.169,7914.56
4782,449.0223675,4.8016386,9288.664,6913.4473,7194.003,7214.5684,7764.602,9024.096,6817.593,8981.445,8836.0205,7080.6196,9139.228,7828.5923,7528.898,8049.768,7907.0312,7948.462,7622.307,6877.7,8207.152,8551.504,7528.1113,7246.967,9646.98,9333.762,6825.386,7510.2734,9238.091,8119.7954,7517.5312,8108.2783,8929.314,4221.6123,4373.6157,9663.145,4446.7705,4140.367,5106.5493,10727.478,5429.9824,5957.51,4654.8403,4152.3677,5004.4146,4059.8162,4682.987,6561.7915,5740.3594,7936.682,8911.308,5139.1665,5975.837,4817.858,8262.912,6843.745,7961.4014,7060.847,7590.5327,7193.2393,7955.7646,7168.4,6632.7246,7917.521,7738.7407,8134.7173,7820.8677,6448.424,8343.397,9565.395,6953.1865,8913.0625,8326.762,8223.275,8790.824,8315.286,8286.005,7202.1343,7662.9287
3128,449.0257556,2.4785452,6257.2007,6165.3276,4945.005,6321.565,5916.265,5673.2944,6561.6055,4780.9277,5224.6196,6689.213,8128.305,7221.288,6457.722,6467.968,6873.7607,4915.087,9578.233,5974.4136,5731.138,5255.996,6314.766,7456.376,5615.713,5532.705,6171.7505,5675.368,5517.589,7695.0674,5319.4023,5224.658,5542.4,0,0,7903.5635,0,0,5129.4688,0,4248.1255,4426.006,3943.1084,5125.5264,4089.235,4389.923,4154.749,6151.048,5781.125,6672.2905,4908.237,5549.0615,6525.981,4409.9175,4920.4395,4372.8057,4422.7715,5558.245,5273.331,5516.794,8860.481,2496.5315,4002.001,5232.8374,6908.278,8030.667,5216.2783,2968.5027,5934.4893,5215.2896,4812.9844,6634.425,4619.374,5485.615,5787.088,5548.615,5269.017,5430.0903,6217.978
1731,449.0263921,1.3492187,5875.5425,5253.5786,9464.292,5994.77,4904.5215,6772.0547,4224.5293,4675.5806,4847.0806,6196.1,1787.4078,6609.7256,4635.4707,5268.955,6129.7793,5055.126,1931.4792,7948.5386,7078.9585,5387.844,1646.06,2735.5867,2148.5364,7190.5806,5850.044,6442.2114,8141.4688,6965.2124,9129.995,6545.2163,5528.3887,0,0,1502.701,0,0,4655.896,0,5353.368,5833.669,6147.0293,4642.346,6098.9375,6362.3843,5571.7305,6221.383,5690.156,5475.9126,5708.9536,5987.931,6975.0825,5259.97,5117.331,5165.2363,4858.4883,5924.2397,5636.1333,5615.6025,5287.5933,2544.8394,5729.811,5841.102,5326.0054,3619.833,6960.77,4917.2856,4492.002,3970.0037,4219.798,5679.5093,5216.926,4682.1963,5265.76,3821.6455,5116.7983,7369.199,6046.2607
1953,449.0264484,1.6722794,22933.203,24053.637,26382.871,23302.787,21512.002,21507.547,19839.537,23121.129,13180.955,24660.625,1487.2164,22798.201,18816.59,19747.713,21135.291,20056.521,3511.8184,23316.357,23774.744,22105.676,1920.0474,2722.665,4189.88,27273.633,21835.572,27032.236,23049.764,22910.396,26790.51,23909.252,19329.592,0,0,2405.8877,0,0,25125.031,0,20158.26,20663.496,21971.963,22075.922,22315.303,16472.547,24311.012,20551.184,19522.46,17895.66,19632.516,20428.633,19989.926,25201.02,20163.234,20670.09,19681.654,19980.086,18200.83,20657.238,24195.076,12525.612,24080.166,27170.27,24759.83,14304.001,23380.715,21449.629,19316.697,15604.264,19178.332,24007.535,18927.562,21523.102,22791.729,16723.006,21224.832,25788.775,23100.184
2433,449.0988912,2.1775005,28650.566,30902.396,35792.13,29350.65,26487.1,29917.436,27492.445,32128.557,30587.32,35350.168,41603.207,37063.945,26916.69,27498.502,30814.475,32449.248,37792.344,33670.867,30604.781,30826.488,39983.105,42145.86,41674.055,33408.46,32967.33,35496.66,33744.58,34127.453,35716.9,28847.121,38879.707,0,0,39971.367,0,0,7092.939,0,7467.797,8197.566,6256.939,7335.993,7965.6045,7016.308,15419.133,27917.033,28871.6,28397.783,29408.127,15786.012,18190.945,14742.012,29440.576,25558.79,26943.008,28702.21,30034.418,28312.182,35757.664,21015.186,28291.727,32143.604,35629.293,34402.227,35932.99,23883.23,26112.918,33997.6,33377.746,29205.205,25843.688,26234.336,29498.064,33140.01,37053.234,31708.93,30773.549
3053,449.1080765,2.4588478,23524.477,22559.062,24091.154,24506.117,20154.67,21889.004,20588.115,21528.562,22249.004,23392.85,23437.875,23232.848,20734.303,21347.61,24015.006,24772.232,25565.953,22529.871,23364.322,23263.324,26258.7,22683.125,25508.031,23743.633,21814.97,25349.264,21802.865,25475.309,21601.553,22357.496,22953.168,0,0,21414.025,0,0,13404.901,0,16500.873,13084.918,15369.054,13455.297,13819.994,15595.21,15668.887,20145.285,20118.26,18828.14,22528.56,18495.861,18767.156,17414.455,20801.346,21732.297,18525.38,21095.256,24790.584,21287.215,26252.492,14513.858,22446.26,23897.48,22001.957,25163.6,22843.29,18725.176,21759.184,21118.627,19182.709,23942.3,19507.08,19443.523,20890.129,22536.707,24700.838,23155.166,21717.098
3901,449.10871,3.1113443,6413.3306,7094.1465,9017.402,7899.5977,5576.667,10273.486,6032.4473,9986.592,8576.43,6987.946,7243.3486,8723.989,7624.0215,7154.0728,6984.357,9193.0625,7272.5767,9706.333,8137.4805,9323.211,10671.97,9302.144,8270.204,7622.209,8114.0996,8383.741,6443.2627,9411.805,9406.365,7520.1646,9204.685,0,0,8691.436,0,0,3013.8247,0,2981.423,2556.1633,3723.8147,2512.845,3424.449,2344.2664,4518.321,7836.864,7123.8433,5572.7095,7180.7153,4483.604,4940.9097,5025.4004,8011.005,6008.974,5455.1323,6094.983,7153.242,7061.6284,11151.647,6208.0146,8069.781,9491.392,11102.165,8867.389,8353.837,6102.154,5807.119,7358.638,5433.404,7843.159,6183.139,5848.4272,7425.057,9635.021,7535.41,7177.072,7833.484
3181,449.1835418,2.4791865,3685.2998,1754.1914,1860.3146,2339.5627,3378.9272,2872.9634,2631.4468,2826.3208,2887.0278,2104.8188,2176.7778,3431.2288,3823.454,3700.5403,2928.9602,2496.836,1853.45,2465.9236,3429.0107,2072.043,1467.5209,1414.7205,1261.2524,2721.1753,1572.6194,1809.0334,3124.0007,1927.7158,0,2062.5933,2161.511,0,0,2144.8523,0,0,13109.357,0,17116.63,13974.349,14577.103,16187.652,16784.473,12758.05,8334.904,3751.9065,3529.6614,4035.5183,4101.018,10254.582,9661.111,11179.512,3511.8782,2731.789,2910.4824,3765.8113,3068.9683,3450.9412,1979.5885,2511.148,2819.311,2161.2676,2504.5425,1835.5664,1616.4202,2152.0168,2673.148,1994.8364,1869.0249,2525.099,2523.7937,3047.7085,3376.0442,1627.7087,2393.2656,2429.4148,2419.1045
3513,449.2025015,2.8009138,18126.361,17591.492,15009.503,18711.127,18805.682,18368.912,16640.94,17656.918,17378.988,18340.584,16683.209,20518.467,16737.291,16090.798,16859.01,17195.125,17819.494,17042.617,18533.75,18104.354,18386.967,18771.281,19967.125,16631.098,15738.207,17678.043,17908.176,18859.389,15583.906,17630.926,17458.305,0,0,19642.346,0,0,10088.721,0,10244.122,10870.08,11283.48,12125.949,11262.271,10978.387,12438.649,14118.417,15218.513,15440.375,16363.619,15648.841,12010.119,15298.931,13476.113,19039.389,15967.482,17197.727,15479.586,17830.842,18302.533,11692.338,17291.484,17270.291,18169.54,18234.875,19453.068,14046.853,15047.069,18024.006,14747.076,18118.842,15284.493,14540.59,14666.447,17306.875,17279.43,17051.322,20296.7
5489,449.9860627,6.1718545,15075.983,21631.318,15005.435,19832.74,18457.879,19634.494,14821.513,22739.488,20430.021,26388.676,18653.107,24383.87,16096.185,19130.676,22349.164,19471.611,15838.112,20225.418,20577.846,22559.188,22081.283,18090.1,17616.566,18268.234,23410.568,19669.42,22795.48,19319.316,17239.809,24697.68,18408.408,1676.7194,1422.6865,20393.268,1298.1012,1332.246,14580.898,1388.1747,12919.759,18079.951,16863.033,18760.43,14355.367,10751.993,9830.762,19555.186,20825.434,17337.441,15765.419,15542.314,16799.676,15361.898,15710.501,23758.389,17449.809,19657.66,17097.83,17844.402,18486.516,12061.5205,17907.809,20893.043,19704.227,17021.256,19193.67,16360.588,16405.625,15035.941,18216.533,17115.326,19101.723,16971.127,18145.176,18680.852,18410.04,18101.943,20696.791
4976,449.9861985,5.048991,9527.227,8693.111,8995.112,11497.648,7290.5786,10559.383,7944.1255,8550.803,10847.457,14295.712,9105.223,8676.983,9205.424,10608.406,12091.348,11194.614,9536.041,11453.824,11723.48,11808.17,10277.408,12178.315,8896.88,10523.601,10180.89,7492.063,13832.59,9861.735,9443.698,11200.279,8126.7944,1421.2322,1271.9388,10130.741,1195.2225,0,8544.68,1444.6891,7241.726,9454.827,7739.7866,10647.614,10765.227,6928.9434,8225.982,9851.291,10863.555,10567.242,7808.2285,8950.702,10060.654,9225.75,7771.6313,12023.302,13956.485,9448.06,8549.668,8226.723,8824.085,6430.64,7724.893,11208.94,9137.33,7372.1636,10670.859,10173.992,10179.131,8945.882,9650.882,10773.654,10593.133,9102.682,10895.362,10936.08,10994.551,8105.6206,10525.409
2435,450.10138,2.1734447,4676.0835,5774.306,5205.185,5001.8184,4708.5537,5433.2144,3907.7207,4890.0425,5775.589,5246.7393,7221.3677,6592.0107,4469.9507,4915.7397,6302.056,5662.1733,7246.937,5718.867,5526.483,5322.147,6598.383,7024.549,6765.794,5097.846,5764.0386,6052.8403,6869.676,5918.026,7405.041,5353.118,6978.939,0,0,8957.998,0,0,2071.6292,0,1723.4204,1593.3398,2315.4949,1763.6356,2117.6155,2666.9602,2582.72,5198.2046,5740.823,4765.074,5651.632,3332.5388,3603.5295,3435.202,4731.469,4585.2603,5517.551,4294.819,4814.4956,4881.025,6001.6577,4643.994,5242.063,5801.8154,6002.7534,5907.8735,6756.6294,4720.635,5603.6562,4910.648,4382.6855,5628.043,4467.6895,4352.152,4621.012,8225.413,5414.987,5664.778,5817.3657
3278,450.2128778,2.581907,8717.853,12149.069,11421.329,10862.396,7564.478,12134.273,8006.555,12123.462,11695.084,10876.838,13926.589,13655.272,10361.467,11261.578,10804.015,10639.502,13508.532,13454.796,12162.365,11760.057,10282.515,11253.264,13946.541,10763.677,11872.217,11395.266,12204.2705,10809.902,9338.621,10418.742,10883.749,0,0,10658.013,0,0,1605.0857,0,2340.0874,2492.0554,2458.3555,1581.0935,2775.4404,1892.7266,2932.967,10594.431,10771.131,9660.137,12041.904,3641.0645,3485.6484,4574.1914,10723.828,9153.925,10665.077,13575.414,11707.73,8685.031,11873.56,11610.839,9011.395,13488.054,13399.981,12153.923,12083.419,10494.752,11209.613,11081.018,9755.891,12106.163,11336.931,11021.441,12573.292,10481.894,10713.017,13736.841,11671.95
